TWEETID    PREDICTEDVALUE    PROBABILITY    ACTUALVALUE RESULT
440954191519834112    eu    -2.83E+01    es    wrong
440954248365223936    gl    -2.66E+01    es    wrong
440956944489005058    pt    -1.30E+02    es    wrong
440957350368006144    es    -3.52E+01    es    correct
440958131246346240    eu    -4.58E+01    es    wrong
440959111375912960    es    -6.64E+01    es    correct
440959630559432704    pt    -4.93E+01    es    wrong
440960769455562752    es    -3.94E+01    es    correct
440962996106301441    es    -8.00E+01    es    correct
440963175291183106    es    -9.86E+01    es    correct
440963676028153856    es    -5.50E+01    es    correct
440963855800229890    ca    -3.07E+01    es    wrong
440964892284055552    es    -2.46E+01    es    correct
440973298822680576    es    -8.67E+01    es    correct
440973879129804801    ca    -4.54E+01    eu    wrong
440976302481240065    es    -1.37E+02    es    correct
440976578927808512    ca    -9.73E+01    es    wrong
440978803674714112    pt    -4.25E+01    es    wrong
440978906326126593    es    -1.03E+01    eu    wrong
440979240662470657    ca    -4.21E+01    es    wrong
440980595401715713    es    -6.86E+01    es    correct
440980915263516672    eu    -1.05E+01    es    wrong
440984916071694336    es    -6.79E+01    es    correct
440989198737104897    pt    -1.37E+02    es    wrong
440989312172056577    es    -8.11E+01    es    correct
441005487765864448    eu    -2.17E+01    eu    correct
441006038859653120    es    -1.03E+01    eu    wrong
441006297434300416    en    -3.81E+01    es    wrong
441008720584409089    es    -4.08E+01    es    correct
441039697180393472    pt    -2.22E+01    es    wrong
441062405435817984    eu    -2.39E+01    es    wrong
441086150766510080    es    -8.95E+01    es    correct
441092583251804161    pt    -6.62E+01    es    wrong
441094795713589248    pt    -1.24E+02    es    wrong
441101024519282688    en    -8.18E+01    es    wrong
441104628726661122    pt    -4.48E+01    es    wrong
441105681525911556    ca    -3.11E+01    es    wrong
441113377868611584    en    -3.67E+01    en    correct
441119822999728128    es    -1.06E+02    es    correct
441120147022303233    es    -1.25E+02    es    correct
441120472164343808    es    -1.22E+02    es    correct
441128049934094336    es    -4.12E+01    es    correct
441135558145089537    pt    -7.06E+01    es    wrong
441135839935209472    es    -8.17E+01    es    correct
441136595170000896    es    -1.06E+02    es    correct
441140414238978048    ca    -1.41E+01    es    wrong
441143259222781952    eu    -1.31E+02    es    wrong
441144648732782592    eu    -1.00E+02    eu    correct
441157440252674048    eu    -3.36E+01    eu    correct
441158028747104256    es    -1.40E+02    es    correct
441158812297601024    es    -1.29E+02    es    correct
441160870555811840    es    -4.72E+01    es    correct
441161416767057920    ca    -9.26E+01    es    wrong
441161479103217664    en    -4.38E+01    eu    wrong
441163070938042368    en    -9.89E+01    es    wrong
441165971529936896    en    -5.81E+01    es    wrong
441169295582986240    es    -1.30E+02    es    correct
441175205847629826    es    -9.99E+01    es    correct
441178167173451776    en    -9.50E+01    es    wrong
441179003974873088    en    -5.87E+01    es    wrong
441180863481790464    es    -9.60E+01    es    correct
441183279585427456    pt    -1.23E+02    es    wrong
441185832477925376    en    -1.04E+02    es    wrong
441186423954485248    ca    -2.08E+01    es    wrong
441187680572153856    es    -1.26E+02    es    correct
441189371182858241    eu    -1.90E+01    es    wrong
441189656764612608    es    -1.33E+02    es    correct
441190852153851905    eu    -6.96E+01    eu    correct
441190894046556160    ca    -1.32E+02    es    wrong
441192731004928000    es    -2.22E+01    es    correct
441193735008026624    ca    -5.03E+01    es    wrong
441197780636532736    eu    -5.52E+01    eu    correct
441200459320422400    pt    -4.93E+01    es    wrong
441203938961145856    pt    -4.21E+01    es    wrong
441207196094050304    ca    -2.36E+01    es    wrong
441212312817790977    eu    -1.90E+01    eu    correct
441215215670001664    eu    -2.05E+01    es    wrong
441215636916957184    es    -2.76E+01    es    correct
441215758782459905    es    -5.10E+01    es    correct
441217328718819328    pt    -1.51E+01    es    wrong
441217356883562496    es    -6.43E+01    es    correct
441217976872996864    es    -1.22E+02    es    correct
441218302694924288    eu    -2.38E+01    eu    correct
441223596825128960    pt    -3.91E+01    es    wrong
441224335953768448    es    -1.49E+01    en    wrong
441228911830376448    ca    -1.09E+01    es    wrong
441229931549585408    en    -3.70E+01    es    wrong
441229982959161345    eu    -5.23E+01    es    wrong
441230836751675392    en    -9.84E+01    es    wrong
441231578963120128    eu    -3.64E+01    eu    correct
441233864934313984    es    -5.67E+01    eu    wrong
441233971763228672    eu    -7.51E+01    eu    correct
441235854821187584    ca    -4.52E+01    es    wrong
441242325306834944    ca    -2.09E+01    es    wrong
441243200406429696    ca    -4.82E+01    es    wrong
441244242921680897    pt    -3.14E+01    es    wrong
441245221033373696    es    -5.84E+01    es    correct
441246754806431744    pt    -7.87E+01    es    wrong
441246762913644544    ca    -9.54E+01    es    wrong
441247267270311936    ca    -3.22E+01    es    wrong
441248650992570368    en    -4.81E+01    es    wrong
441249023702605827    es    -1.31E+02    es    correct
441252081077604352    pt    -3.87E+01    es    wrong
441257099516186624    es    -1.41E+02    es    correct
441257378848067584    en    -1.04E+02    en    correct
441266649833148416    pt    -3.86E+01    es    wrong
441267840747065344    ca    -3.06E+01    es    wrong
441268697664356352    es    -3.60E+01    es    correct
441275392390074369    es    -2.37E+01    es    correct
441275630991462400    es    -4.31E+01    es    correct
441276369679683584    pt    -6.94E+01    es    wrong
441277923828719616    en    -4.93E+01    es    wrong
441280099368054786    pt    -6.86E+01    es    wrong
441280156590952448    eu    -6.53E+01    eu    correct
441282424467886080    es    -4.44E+01    es    correct
441282789171027968    es    -5.55E+01    es    correct
441287200681238528    es    -9.34E+01    es    correct
441293223848599552    ca    -1.31E+02    es    wrong
441295096110387200    eu    -3.17E+01    eu    correct
441295774094483456    es    -3.12E+01    es    correct
441297649623662592    es    -4.99E+01    es    correct
441301092757164032    en    -4.25E+01    es    wrong
441302466421088256    eu    -5.89E+01    eu    correct
441302858429132800    es    -4.74E+01    es    correct
441303716575313920    es    -1.07E+02    es    correct
441307241325821952    es    -2.58E+01    es    correct
441307639319126016    es    -8.69E+01    es    correct
441307884698468352    en    -2.93E+01    en    correct
441307927886839808    es    -1.11E+02    es    correct
441311221082775552    eu    -2.84E+01    en    wrong
441313000713363456    gl    -1.87E+01    es    wrong
441313101196324864    pt    -7.53E+01    es    wrong
441313738302713856    pt    -3.55E+01    es    wrong
441313910319513600    en    -7.68E+01    en    correct
441314475829100544    ca    -3.18E+01    es    wrong
441314682688004097    eu    -3.51E+01    eu    correct
441315115636621313    pt    -2.19E+01    es    wrong
441315247618801664    eu    -6.91E+01    eu    correct
441315335866953729    es    -1.33E+02    es    correct
441316573350232064    pt    -8.08E+01    es    wrong
441317261388034048    es    -6.34E+01    es    correct
441319064162811904    es    -4.87E+01    es    correct
441319632683925504    es    -5.68E+01    es    correct
441321284929339393    es    -8.77E+01    es    correct
441324280941645824    pt    -5.29E+01    es    wrong
441325128174284800    eu    -1.03E+02    eu    correct
441325738718142464    es    -1.36E+02    es    correct
441326172786663424    pt    -8.53E+01    es    wrong
441327127225700352    ca    -4.04E+01    es    wrong
441327833533931523    eu    -8.89E+01    eu    correct
441328364411158529    es    -1.04E+02    es    correct
441328698042892289    eu    -1.36E+02    eu    correct
441329195218923520    es    -8.90E+01    es    correct
441330047107231745    es    -3.18E+01    es    correct
441330895535230976    pt    -2.48E+01    es    wrong
441331295860559872    es    -1.49E+01    en    wrong
441332188605612032    pt    -2.51E+01    es    wrong
441334323741229056    pt    -1.25E+02    es    wrong
441334350790275072    eu    -3.59E+01    es    wrong
441334733856055296    en    -4.71E+01    en    correct
441335410867073024    pt    -4.84E+01    es    wrong
441335778116120576    pt    -9.63E+01    es    wrong
441336769959952384    pt    -5.60E+01    es    wrong
441338259600572416    eu    -8.13E+01    eu    correct
441338269130055680    es    -2.85E+01    es    correct
441339042228338690    es    -3.73E+01    es    correct
441339257228374016    ca    -1.12E+02    es    wrong
441339389663526912    eu    -2.78E+01    es    wrong
441339438598488064    pt    -3.95E+01    es    wrong
441339640839426048    eu    -3.44E+01    es    wrong
441340356396060672    en    -3.33E+01    en    correct
441341324072349697    es    -9.20E+01    es    correct
441341820166230016    es    -4.51E+01    es    correct
441342939751780353    pt    -1.84E+01    es    wrong
441344754479931392    pt    -1.26E+01    es    wrong
441344799040626689    pt    -1.06E+02    es    wrong
441346531925692416    ca    -3.38E+01    es    wrong
441346609964920832    es    -3.16E+01    es    correct
441349350317633537    es    -1.08E+02    es    correct
441351309804199936    eu    -5.05E+01    eu    correct
441352450193514496    es    -1.39E+02    es    correct
441353415638388736    pt    -1.05E+02    es    wrong
441360619565252608    es    -8.40E+01    es    correct
441361300128817152    pt    -8.11E+01    es    wrong
441362565932019712    eu    -2.36E+01    eu    correct
441363465706688512    es    -2.75E+01    es    correct
441364399182606336    ca    -1.05E+02    es    wrong
441368023199657984    es    -6.19E+01    es    correct
441369566577709056    es    -3.49E+01    es    correct
441372363683536896    es    -1.23E+02    es    correct
441407541248290816    es    -8.72E+01    es    correct
441408177721335808    es    -7.99E+01    es    correct
441457198959689728    eu    -3.57E+01    eu    correct
441460611462221824    gl    -1.62E+01    es    wrong
441467134619951104    es    -1.48E+02    es    correct
441468527997104129    pt    -1.26E+02    es    wrong
441470533902020608    gl    -1.12E+01    es    wrong
441473078741467136    en    -2.07E+01    es    wrong
441473193791221760    es    -9.89E+01    es    correct
441481337091149824    pt    -5.40E+01    es    wrong
441483307742535680    eu    -1.06E+01    eu    correct
441486849757151232    es    -2.80E+01    es    correct
441495468942839808    es    -1.36E+02    es    correct
441501014806769664    ca    -1.01E+02    es    wrong
441501180548878337    eu    -2.88E+01    es    wrong
441504335164633088    es    -1.10E+02    es    correct
441509095154405376    en    -1.58E+01    es    wrong
441510401743011840    eu    -7.40E+00    es    wrong
441513813368918016    es    -3.83E+01    es    correct
441519807897550848    eu    -5.49E+01    eu    correct
441520436632096768    pt    -9.75E+01    es    wrong
441521909973659648    ca    -4.60E+01    es    wrong
441522194326491136    es    -1.76E+01    es    correct
441522762990223360    pt    -1.51E+01    es    wrong
441523586160148480    ca    -7.11E+01    es    wrong
441524125799313408    ca    -5.15E+01    es    wrong
441524582869393408    es    -7.04E+01    es    correct
441527214660939776    es    -4.64E+01    es    correct
441527943768989696    eu    -4.87E+01    es    wrong
441530651180007424    gl    -2.84E+01    es    wrong
441530977295552512    es    -2.32E+01    es    correct
441531134724567040    pt    -6.12E+01    es    wrong
441535009040920576    es    -1.92E+01    es    correct
441535095074463744    es    -1.23E+02    es    correct
441535172446810112    ca    -1.79E+01    es    wrong
441536296130191360    en    -5.67E+01    en    correct
441536889456431104    pt    -2.64E+01    gl    wrong
441537894327779329    pt    -6.58E+01    es    wrong
441542737205424128    pt    -4.13E+01    es    wrong
441543102713851904    es    -7.74E+01    es    correct
441553236638838784    es    -4.28E+01    es    correct
441553760767463424    es    -6.71E+01    es    correct
441555849967058944    es    -1.23E+02    es    correct
441560622942388224    es    -1.40E+02    es    correct
441561790443692033    es    -3.15E+01    es    correct
441562302031351808    es    -5.08E+01    es    correct
441562744454909952    es    -1.03E+01    es    correct
441569028734476288    pt    -3.49E+01    es    wrong
441569301674618880    eu    -4.25E+01    eu    correct
441570230247391232    ca    -1.87E+01    en    wrong
441573096731201536    es    -7.23E+01    es    correct
441573257809256448    es    -9.98E+01    es    correct
441574553073242114    pt    -6.61E+01    es    wrong
441576119587045376    eu    -4.99E+01    eu    correct
441587064312954880    ca    -1.34E+02    es    wrong
441588116517044224    pt    -1.21E+02    es    wrong
441589297909874688    es    -5.74E+01    es    correct
441589508552028160    eu    -6.36E+01    eu    correct
441589703163543552    es    -1.26E+02    es    correct
441594192247406592    es    -4.88E+01    es    correct
441598024029310976    es    -7.38E+01    es    correct
441598210029920256    en    -8.97E+01    es    wrong
441600495422279680    ca    -1.17E+02    es    wrong
441602751676837888    es    -4.38E+01    es    correct
441605279596417024    es    -9.90E+01    es    correct
441611335953313792    es    -6.85E+01    es    correct
441612836578414593    pt    -1.79E+01    es    wrong
441613134256947202    es    -4.11E+01    es    correct
441615109316964352    en    -9.25E+01    en    correct
441624482776895488    ca    -7.12E+01    es    wrong
441625052279091200    es    -2.63E+01    es    correct
441625431922737153    es    -2.97E+01    es    correct
441630448406773760    es    -4.63E+01    eu    wrong
441632936241410048    ca    -4.91E+01    es    wrong
441635659569442816    eu    -3.88E+01    es    wrong
441641811132825600    es    -8.40E+01    es    correct
441643362471649280    eu    -7.12E+01    eu    correct
441644208710225920    pt    -5.65E+01    es    wrong
441654612828110848    eu    -2.15E+01    eu    correct
441657398504488960    es    -1.05E+01    es    correct
441659748254244864    es    -7.83E+01    es    correct
441661855514492930    es    -3.22E+01    es    correct
441664993701138432    en    -5.36E+01    en    correct
441665039570055168    en    -3.90E+01    es    wrong
441671523339104256    es    -3.23E+01    es    correct
441671757033144320    eu    -2.41E+01    es    wrong
441673022672748544    es    -6.87E+01    es    correct
441673602166181889    es    -4.13E+01    es    correct
441673822274846720    pt    -9.13E+01    es    wrong
441674460211724288    en    -1.37E+02    en    correct
441675085473402880    pt    -1.00E+02    es    wrong
441677642816053248    en    -4.80E+01    es    wrong
441679314762084352    en    -1.27E+02    en    correct
441680514144292864    pt    -4.37E+01    es    wrong
441681340191485952    eu    -2.30E+01    es    wrong
441681643204775936    pt    -4.72E+01    es    wrong
441682561459572737    en    -3.40E+01    es    wrong
441683432998199296    ca    -3.55E+01    es    wrong
441683659968774144    pt    -3.21E+01    es    wrong
441683859072385024    pt    -2.56E+01    es    wrong
441684585639071745    pt    -6.43E+00    es    wrong
441686052169064448    pt    -1.40E+01    es    wrong
441686082149961728    pt    -4.13E+01    es    wrong
441686205982605312    es    -6.10E+01    es    correct
441689380227670017    es    -7.43E+01    es    correct
441690852533231617    es    -1.36E+02    en    wrong
441691133727756288    ca    -4.95E+01    es    wrong
441691512922206208    es    -1.28E+02    es    correct
441691954188140544    es    -5.83E+01    es    correct
441692501259612160    en    -1.70E+01    en    correct
441692808735649793    es    -9.57E+01    es    correct
441693379223912448    es    -1.39E+02    es    correct
441695287569317888    ca    -4.95E+01    es    wrong
441697312155660288    pt    -3.14E+01    es    wrong
441698541292249088    en    -1.25E+02    en    correct
441699444598530048    es    -3.07E+01    es    correct
441699472633249792    en    -4.47E+01    es    wrong
441702995760521216    es    -2.55E+01    es    correct
441703683890642944    ca    -2.18E+01    es    wrong
441705866635796480    eu    -9.74E+01    eu    correct
441706351707062272    es    -5.33E+01    es    correct
441707158917640192    es    -8.72E+01    es    correct
441707621218025474    pt    -1.23E+01    es    wrong
441707927964233728    es    -1.17E+02    es    correct
441710255219945472    eu    -4.38E+01    eu    correct
441712003187744768    pt    -6.54E+01    es    wrong
441713218877403136    pt    -4.94E+01    es    wrong
441713597992161280    eu    -6.01E+01    eu    correct
441713645417148416    es    -6.52E+01    es    correct
441714969202397184    es    -1.24E+02    es    correct
441718660277997568    es    -5.23E+01    es    correct
441719949175054336    eu    -4.00E+01    eu    correct
441720489841786880    es    -4.14E+01    es    correct
441720995540258816    es    -9.09E+01    es    correct
441721020353740801    pt    -3.23E+01    es    wrong
441721191531675649    ca    -3.92E+01    es    wrong
441721553655308288    pt    -4.31E+01    es    wrong
441722112923824128    en    -3.46E+01    en    correct
441722925851222016    es    -6.99E+01    es    correct
441723062627893248    gl    -1.70E+01    eu    wrong
441728572156174336    es    -9.91E+01    es    correct
441728880408141824    eu    -2.26E+01    eu    correct
441729415819427840    es    -4.13E+01    es    correct
441729706656661504    en    -6.25E+01    en    correct
441730302499504128    pt    -5.44E+01    es    wrong
441731051560251392    es    -5.72E+01    es    correct
441732203945279489    es    -4.28E+01    es    correct
441732308953886722    ca    -5.72E+01    es    wrong
441735292966301697    es    -5.97E+01    es    correct
441743418868244480    es    -4.49E+01    es    correct
441749047058399232    en    -1.95E+01    en    correct
441750278606311427    pt    -2.08E+01    es    wrong
441761225236824065    pt    -4.45E+01    es    wrong
441761306421768192    ca    -1.41E+01    es    wrong
441801968928194560    es    -1.41E+02    es    correct
441814252983439360    ca    -1.11E+02    es    wrong
441820713901912064    es    -1.41E+02    es    correct
441821060213002240    pt    -2.70E+01    es    wrong
441821060967981056    pt    -1.90E+01    eu    wrong
441824285876047872    es    -4.97E+01    es    correct
441825916449488897    pt    -1.30E+01    es    wrong
441826545469247488    es    -3.67E+01    es    correct
441828200742920192    gl    -1.62E+01    es    wrong
441834027830751232    es    -3.48E+01    es    correct
441834203228151810    es    -1.39E+02    es    correct
441834638743724032    en    -6.73E+01    es    wrong
441845721139277824    pt    -2.14E+01    es    wrong
441845827653632000    es    -1.30E+02    es    correct
441852141922451456    en    -2.89E+01    en    correct
441853216347914240    pt    -3.04E+01    es    wrong
441857089712177152    es    -8.75E+01    es    correct
441871098742050816    ca    -5.74E+01    es    wrong
441871445669720064    ca    -9.10E+01    es    wrong
441872209863524352    es    -1.33E+02    es    correct
441884059149807616    es    -5.08E+01    es    correct
441884534226042880    ca    -1.77E+01    es    wrong
441886973293518848    ca    -1.27E+02    es    wrong
441892110967767040    pt    -5.52E+01    es    wrong
441900519624540160    es    -9.01E+01    es    correct
441903714614652928    es    -4.12E+01    es    correct
441904283924320256    es    -1.27E+02    es    correct
441905306755694592    es    -2.68E+01    es    correct
441906076989288449    es    -3.61E+01    es    correct
441907347905318912    pt    -2.05E+01    es    wrong
441908365720289280    eu    -8.23E+01    eu    correct
441909322009042944    pt    -8.76E+01    es    wrong
441910406454714369    eu    -1.51E+01    eu    correct
441911610140266496    es    -4.42E+01    es    correct
441915026958716928    es    -3.63E+01    es    correct
441916095797407744    es    -3.98E+01    es    correct
441918908145352704    pt    -1.93E+01    es    wrong
441919238581018624    es    -7.81E+01    es    correct
441923872720715776    es    -7.97E+01    es    correct
441925071758962688    pt    -3.85E+01    es    wrong
441925982786949120    pt    -5.00E+01    es    wrong
441926352984616961    es    -1.28E+02    es    correct
441927817534902272    ca    -9.99E+01    es    wrong
441928814873309184    pt    -3.94E+01    es    wrong
441930595208552448    es    -6.25E+01    es    correct
441931966813048832    eu    -3.78E+01    eu    correct
441936603242852352    es    -8.34E+01    es    correct
441937339653570562    pt    -7.49E+01    es    wrong
441938065528221696    gl    -1.61E+01    eu    wrong
441938549638955008    eu    -4.00E+01    es    wrong
441939444980264960    es    -4.80E+01    es    correct
441940544043122688    es    -5.32E+01    es    correct
441942349871341569    eu    -2.29E+01    es    wrong
441942871995068416    es    -1.92E+01    es    correct
441944147914940416    pt    -3.26E+01    es    wrong
441946941812125696    pt    -5.34E+01    es    wrong
441948793924489216    eu    -4.33E+01    eu    correct
441949099353714688    pt    -5.21E+01    es    wrong
441950062399471616    pt    -3.21E+01    es    wrong
441950276128612352    ca    -6.44E+01    es    wrong
441951418719961088    es    -1.32E+02    es    correct
441951972942303232    ca    -5.87E+01    es    wrong
441957098935820288    pt    -6.46E+01    es    wrong
441958810828427264    ca    -5.31E+01    es    wrong
441959180103348224    en    -8.00E+01    es    wrong
441961161651912704    es    -9.30E+01    es    correct
441962590005374976    es    -1.12E+02    es    correct
441963096501133314    ca    -4.56E+01    es    wrong
441963850951573505    ca    -5.92E+01    es    wrong
441964493304651776    pt    -4.82E+01    es    wrong
441971509117325312    es    -1.36E+02    es    correct
441971539765108736    ca    -2.32E+01    eu    wrong
441974354910662656    en    -4.97E+01    eu    wrong
441979018297245696    ca    -6.78E+01    es    wrong
441982928399388672    es    -3.25E+01    es    correct
441984517713448960    es    -1.27E+02    es    correct
441985817985421312    es    -2.69E+01    es    correct
441989275060830208    en    -1.09E+02    en    correct
441995649807294464    ca    -6.29E+01    es    wrong
441995943123386368    pt    -6.07E+01    es    wrong
441996154084286464    es    -1.36E+02    es    correct
441999650753880064    ca    -1.02E+01    eu    wrong
442005642489102336    ca    -5.96E+01    es    wrong
442006407580491776    es    -9.35E+01    es    correct
442017451493326848    es    -3.92E+01    es    correct
442019067348914177    ca    -7.32E+01    es    wrong
442026940560855040    eu    -6.15E+01    eu    correct
442026950279041024    es    -3.00E+01    es    correct
442027522822516736    eu    -2.19E+01    es    wrong
442027710400184320    es    -4.54E+01    es    correct
442030678365200385    ca    -5.20E+01    es    wrong
442032869628968960    es    -2.91E+01    es    correct
442042811312242688    es    -2.90E+01    es    correct
442045827041988608    en    -1.40E+02    en    correct
442048863667777536    es    -5.24E+01    es    correct
442049030429089792    pt    -1.04E+02    es    wrong
442053060521885696    pt    -2.91E+01    es    wrong
442055494715604992    eu    -3.13E+01    eu    correct
442056289209028608    pt    -3.89E+01    es    wrong
442057069638979584    en    -1.05E+02    en    correct
442057491669868545    es    -3.14E+01    es    correct
442061130421534720    es    -9.50E+01    es    correct
442063699046850560    es    -1.66E+01    es    correct
442064064928579584    es    -1.27E+02    es    correct
442067123649916928    pt    -4.06E+01    es    wrong
442068481585188864    en    -2.17E+01    es    wrong
442068661415976960    ca    -2.96E+01    es    wrong
442069848202678272    es    -7.00E+01    es    correct
442071147249930240    ca    -1.74E+01    es    wrong
442072030792654848    es    -9.39E+01    es    correct
442072544720715776    es    -1.23E+02    es    correct
442072632889208832    pt    -1.45E+01    es    wrong
442074479750295552    pt    -4.29E+01    es    wrong
442074485630709763    ca    -5.44E+01    es    wrong
442075673163993089    ca    -5.35E+01    es    wrong
442075801786535937    en    -9.96E+01    eu    wrong
442078453161287681    eu    -5.82E+01    eu    correct
442081888279486464    eu    -7.02E+01    eu    correct
442087264316051456    pt    -3.91E+01    es    wrong
442087968992690176    en    -3.52E+01    es    wrong
442088434963066880    es    -1.66E+01    es    correct
442089189069565952    pt    -1.71E+01    es    wrong
442089730122199040    en    -1.58E+01    es    wrong
442091736392040448    es    -4.44E+01    es    correct
442093063222358017    pt    -4.42E+01    es    wrong
442096720558952448    pt    -4.11E+01    es    wrong
442098324049776640    es    -2.47E+01    es    correct
442099342976241664    es    -1.27E+02    es    correct
442099848951902209    es    -4.18E+01    es    correct
442101423950807040    es    -8.67E+01    es    correct
442103068835196928    pt    -3.94E+01    es    wrong
442105645769433088    en    -5.19E+01    en    correct
442145712172974081    es    -1.16E+02    es    correct
442155254940172288    ca    -5.47E+01    es    wrong
442155345780408320    pt    -5.01E+01    es    wrong
442164060659130368    ca    -6.27E+01    es    wrong
442166576889212928    ca    -6.64E+01    es    wrong
442166578671808512    pt    -6.46E+01    es    wrong
442187657595355136    eu    -5.04E+01    eu    correct
442195585530351616    es    -6.31E+01    es    correct
442198411505577984    es    -1.08E+02    es    correct
442199446924046336    es    -1.31E+02    es    correct
442200697019592704    gl    -1.15E+01    es    wrong
442207142154878976    eu    -6.21E+01    en    wrong
442211210621374464    gl    -2.17E+01    es    wrong
442212515284807680    pt    -3.07E+01    es    wrong
442212617315438592    pt    -5.01E+01    es    wrong
442212707824304128    ca    -1.09E+02    es    wrong
442213464946507776    ca    -5.99E+01    es    wrong
442214283532042240    pt    -3.30E+01    es    wrong
442215724225138688    pt    -8.20E+01    es    wrong
442216828899950592    ca    -3.10E+01    es    wrong
442218967290372096    es    -7.47E+01    es    correct
442223267236306944    en    -1.37E+02    es    wrong
442224138573586432    eu    -9.09E+01    eu    correct
442227526702989312    eu    -1.65E+02    es    wrong
442229790435987457    es    -4.35E+01    es    correct
442231689671372800    eu    -5.24E+01    es    wrong
442232858313506816    pt    -4.77E+01    es    wrong
442234184388866048    en    -6.22E+01    es    wrong
442234326709977088    en    -6.51E+01    es    wrong
442234743279861760    es    -4.13E+01    es    correct
442236521727688704    pt    -1.60E+01    es    wrong
442238194403520512    es    -5.02E+01    es    correct
442244482709618688    pt    -3.56E+01    es    wrong
442244487507894272    es    -7.55E+01    es    correct
442254089125384192    en    -1.21E+01    es    wrong
442254553111863296    eu    -1.31E+02    eu    correct
442257372288147456    es    -7.62E+01    es    correct
442258496646815744    ca    -6.73E+01    es    wrong
442259223364501504    en    -2.18E+01    en    correct
442259491686744064    es    -6.27E+01    es    correct
442263732492963840    pt    -8.43E+01    es    wrong
442265717736755200    eu    -5.69E+01    eu    correct
442266139532726272    gl    -1.87E+01    es    wrong
442267043522678784    es    -5.29E+01    es    correct
442269802959499265    eu    -1.29E+01    eu    correct
442270950562996224    es    -1.28E+02    es    correct
442271618271047680    es    -1.12E+02    es    correct
442271652328787969    es    -1.13E+02    es    correct
442273238115426304    ca    -1.12E+02    es    wrong
442274318526189568    ca    -4.40E+01    es    wrong
442278733643526144    ca    -6.14E+01    es    wrong
442279417008906240    ca    -8.64E+01    es    wrong
442284362491785216    es    -3.82E+01    es    correct
442286677701459968    en    -4.52E+01    es    wrong
442288495982546944    eu    -3.60E+01    eu    correct
442290579503075328    ca    -6.40E+01    es    wrong
442291416761659392    pt    -1.45E+02    es    wrong
442291861081030656    es    -5.29E+01    es    correct
442293201249267713    pt    -1.02E+02    es    wrong
442293633992372224    es    -9.95E+01    es    correct
442295634696368128    es    -4.09E+01    es    correct
442303846426345472    eu    -1.04E+02    es    wrong
442304066308567040    eu    -9.30E+01    eu    correct
442307793589383168    es    -6.32E+01    es    correct
442312403414691841    pt    -5.53E+01    es    wrong
442315162092339200    es    -2.72E+01    es    correct
442317516422279169    ca    -7.73E+01    es    wrong
442318342842773505    ca    -4.51E+01    es    wrong
442319931879981056    eu    -1.16E+02    eu    correct
442321413555646464    gl    -2.53E+01    eu    wrong
442321676915978240    pt    -1.23E+01    es    wrong
442322988013457408    eu    -1.37E+02    eu    correct
442330044325974016    ca    -7.31E+01    eu    wrong
442334314957914112    eu    -1.26E+02    eu    correct
442338051084521474    en    -1.04E+02    es    wrong
442338177928667137    en    -1.21E+02    en    correct
442341748942307328    ca    -3.10E+01    es    wrong
442341761713963008    ca    -5.32E+00    es    wrong
442341935785975808    eu    -2.49E+01    es    wrong
442345817320742912    es    -1.23E+02    es    correct
442346086225965056    ca    -4.17E+01    es    wrong
442346853569662976    es    -9.27E+01    es    correct
442349342901669889    ca    -5.66E+01    es    wrong
442350910212423681    eu    -1.03E+02    es    wrong
442356826089459712    en    -1.55E+01    en    correct
442357777500217344    es    -4.60E+01    es    correct
442358169470521344    es    -6.54E+01    es    correct
442359465275572226    es    -1.12E+02    es    correct
442359992310845440    eu    -5.18E+01    es    wrong
442361094020292608    es    -1.43E+02    es    correct
442362485631623169    pt    -3.95E+01    es    wrong
442363735832010752    es    -1.46E+02    es    correct
442368269463617537    eu    -5.20E+01    es    wrong
442373188585287680    ca    -6.62E+01    es    wrong
442377860968615937    pt    -1.21E+02    es    wrong
442380911607549953    en    -1.93E+01    es    wrong
442382610187448320    es    -9.00E+01    es    correct
442383430610075648    es    -1.27E+02    es    correct
442383723368304641    pt    -5.00E+01    es    wrong
442391740189011969    es    -6.19E+01    es    correct
442394635881955328    en    -4.32E+01    es    wrong
442394880070131712    ca    -1.73E+01    es    wrong
442398695615918080    es    -8.21E+01    es    correct
442400813554860032    ca    -5.68E+01    es    wrong
442406053750513664    eu    -1.01E+02    eu    correct
442406453371240448    en    -4.09E+01    eu    wrong
442407076703510528    pt    -5.94E+01    es    wrong
442407328831520768    pt    -1.53E+01    es    wrong
442409391288242176    es    -6.49E+01    es    correct
442410199442542592    en    -5.45E+01    es    wrong
442411376901120000    pt    -3.96E+01    es    wrong
442412170312417281    es    -1.01E+02    es    correct
442413768505843712    es    -1.43E+02    es    correct
442414663557738496    es    -6.46E+01    es    correct
442415056169738241    es    -8.48E+01    es    correct
442417474366349313    en    -1.87E+01    es    wrong
442422420021190656    eu    -5.09E+01    eu    correct
442423022591680512    en    -8.32E+00    es    wrong
442423406898982912    ca    -4.49E+01    es    wrong
442423971032887296    es    -4.33E+01    es    correct
442425083693645824    ca    -2.91E+01    es    wrong
442425110054862848    es    -6.49E+01    es    correct
442425716035305472    es    -9.91E+01    es    correct
442426416052072449    es    -3.83E+01    eu    wrong
442427441811050496    en    -7.33E+01    es    wrong
442428109632339968    en    -3.65E+01    es    wrong
442428562990452736    pt    -7.35E+01    es    wrong
